,Customer,State,Response,Coverage,Education,Effective To Date,EmploymentStatus,Gender,Location Code,Marital Status,Policy Type,Policy,Renew Offer Type,Sales Channel,Vehicle Class,Vehicle Size,Customer Lifetime Value,Income,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies
3773,MP13698,Oregon,No,Premium,College,1/29/11,Unemployed,F,Suburban,Single,Personal Auto,Personal L1,Offer2,Agent,Two-Door Car,Medsize,0.9998625472716346,0.0,0.014210856542082281,0.0037127463037872625,0.007681544076801233,0.0,0.00038407720384006167
3774,JE84351,Oregon,No,Extended,Bachelor,1/4/11,Employed,M,Suburban,Single,Personal Auto,Personal L3,Offer2,Agent,Two-Door Car,Small,0.12949465685271525,0.9915786236446855,0.001698260116155052,0.0002052841898648964,0.00011197319447176167,0.0,0.0001679597917076425
3775,BU72276,California,Yes,Basic,Bachelor,1/12/11,Employed,F,Suburban,Married,Personal Auto,Personal L3,Offer2,Call Center,Four-Door Car,Small,0.20703570818257666,0.9783298758482515,0.0026079454795031767,0.00011677367818670942,0.0,0.0,0.00023354735637341883
3776,DC78147,Arizona,Yes,Extended,College,1/8/11,Unemployed,M,Suburban,Single,Personal Auto,Personal L2,Offer1,Agent,SUV,Medsize,0.9999574455700738,0.0,0.00917806500034146,0.0008741014286039487,0.0002913671428679829,0.0,0.00014568357143399146
3777,DB17162,Arizona,No,Basic,High School or Below,2/14/11,Employed,M,Suburban,Married,Personal Auto,Personal L2,Offer3,Branch,Four-Door Car,Small,0.08309266427377025,0.9965407369195547,0.001037998715465614,0.00010844762698894476,0.001037998715465614,0.0,4.6477554423833465e-05
3778,TG97744,Oregon,Yes,Extended,Bachelor,1/26/11,Employed,F,Suburban,Divorced,Corporate Auto,Corporate L2,Offer1,Agent,Four-Door Car,Medsize,0.1254581683694177,0.9920902897291719,0.0031507127714094536,0.00038423326480603094,0.0026512095271616133,0.0,3.842332648060309e-05
3779,QT26393,California,No,Basic,Bachelor,2/24/11,Medical Leave,M,Urban,Divorced,Personal Auto,Personal L3,Offer4,Agent,Two-Door Car,Medsize,0.08364167498526746,0.9964898863622226,0.002290231283831947,0.0008203813554024884,0.002461144066207465,0.0,3.418255647510369e-05
3780,UG49716,Washington,No,Basic,College,1/3/11,Unemployed,F,Suburban,Single,Personal Auto,Personal L3,Offer1,Branch,Sports Car,Large,0.9994529028023815,0.0,0.02714940684099408,0.00452490114016568,0.018337757252250387,0.0,0.0002381526915876674
3781,HF11584,Arizona,No,Basic,Master,1/11/11,Employed,M,Suburban,Married,Personal Auto,Personal L3,Offer1,Branch,SUV,Medsize,0.20250339306974402,0.9792801078490859,0.0016779235770537438,0.0,0.00017249681633262786,0.0,3.1363057515023246e-05
3782,MS87381,California,No,Extended,High School or Below,2/14/11,Unemployed,F,Suburban,Married,Personal Auto,Personal L2,Offer3,Branch,Four-Door Car,Medsize,0.9999860043458452,0.0,0.0033938797874044223,0.0011312932624681408,0.0038966767929458183,4.1899750461782994e-05,8.379950092356599e-05
3783,YU79270,Arizona,No,Basic,College,1/15/11,Medical Leave,M,Suburban,Single,Personal Auto,Personal L1,Offer1,Branch,Four-Door Car,Medsize,0.16833236232415022,0.985724610808891,0.00228883423562436,0.0011625824688885637,0.002143511427013289,3.6330702152767616e-05,0.00014532280861107047
3784,HU81007,Oregon,No,Basic,Bachelor,2/28/11,Disabled,F,Suburban,Divorced,Personal Auto,Personal L3,Offer1,Agent,SUV,Medsize,0.35324673997515127,0.9355174666561127,0.004654744605125779,0.0008188902546054612,0.0012067856383659427,0.0,0.00012929846125349386
3785,XH53960,Arizona,No,Basic,Bachelor,2/12/11,Unemployed,F,Suburban,Single,Personal Auto,Personal L3,Offer3,Agent,Four-Door Car,Small,0.9993519627498159,0.0,0.028126987618043515,0.007377570522765511,0.021210515252950847,0.0,0.00046109815767284446
3786,MM62953,Arizona,No,Basic,High School or Below,2/16/11,Employed,M,Suburban,Married,Personal Auto,Personal L3,Offer3,Agent,Four-Door Car,Medsize,0.0840581441597494,0.9964596454181059,0.0010470155385660074,0.00019444574287654423,0.0011218023627492938,0.0,0.00010470155385660075
3787,DA74095,Arizona,No,Premium,Bachelor,2/18/11,Employed,F,Suburban,Married,Personal Auto,Personal L3,Offer1,Call Center,Sports Car,Medsize,0.14114893366468861,0.9899820099173186,0.003538954381246489,9.252168316984286e-05,0.0002544346287170678,2.3130420792460714e-05,2.3130420792460714e-05
3788,QD46343,Arizona,Yes,Extended,High School or Below,1/5/11,Employed,F,Suburban,Married,Personal Auto,Personal L3,Offer3,Agent,Four-Door Car,Small,0.05868090450970959,0.9982755548561799,0.0014522876120500548,0.0,0.0005988814895051772,0.0,1.497203723762943e-05
3789,FR17176,Arizona,No,Basic,High School or Below,2/23/11,Unemployed,F,Suburban,Married,Personal Auto,Personal L3,Offer1,Agent,Four-Door Car,Medsize,0.9999833157028195,0.0,0.004549990573318905,0.0007360278868604111,0.0034794045560673976,0.0,0.00013382325215643837
3790,WY26014,California,No,Extended,High School or Below,1/19/11,Employed,F,Urban,Married,Personal Auto,Personal L2,Offer1,Agent,Four-Door Car,Medsize,0.2776814990409385,0.9606702878252993,0.002309735418060987,0.00017964608807141013,0.00046194708361219745,0.0,5.132745373468861e-05
3791,RY32848,Oregon,No,Extended,Doctor,2/21/11,Employed,M,Rural,Married,Personal Auto,Personal L3,Offer2,Call Center,SUV,Medsize,0.3324722616359823,0.9431084667590869,0.0027707615760560757,0.00039882174200807146,0.0008816059560178422,0.0,4.198123600084963e-05
3792,JG83987,Arizona,No,Extended,Bachelor,1/13/11,Employed,F,Urban,Married,Personal Auto,Personal L3,Offer3,Web,Two-Door Car,Large,0.20464427571126523,0.9788327645793266,0.0025694479026128736,0.0005392668437582574,0.0004441021066244473,0.0,0.00022205105331222366
3793,MQ48266,Arizona,No,Basic,Bachelor,1/11/11,Employed,F,Urban,Married,Personal Auto,Personal L3,Offer1,Agent,Two-Door Car,Medsize,0.11881076012673063,0.9929153863069007,0.0015585357731181058,0.0003629466868905178,0.0006831937635586217,8.539922044482772e-05,6.404941533362079e-05
3794,EA68909,California,No,Basic,Bachelor,2/8/11,Employed,M,Suburban,Single,Personal Auto,Personal L3,Offer2,Agent,Four-Door Car,Medsize,0.05037418741466703,0.9987284381826147,0.001298039972881908,2.060380909336362e-05,0.001504078063815544,0.0,2.060380909336362e-05
3795,KP51068,Oregon,No,Basic,Bachelor,2/1/11,Employed,M,Urban,Single,Personal Auto,Personal L3,Offer1,Branch,Four-Door Car,Medsize,0.0439957430655177,0.9990310602383362,0.001132971633165005,0.00013329078037235354,0.00011662943282580933,0.0,1.6661347546544192e-05
3796,CM78608,California,No,Basic,High School or Below,1/31/11,Employed,F,Rural,Divorced,Personal Auto,Personal L3,Offer2,Call Center,Two-Door Car,Medsize,0.0657607634538947,0.9978349190711268,0.0008243863001187457,1.1292963015325285e-05,0.0005533551877509389,0.0,0.00010163666713792756
3797,TZ11597,California,No,Basic,College,1/17/11,Employed,M,Rural,Married,Personal Auto,Personal L3,Offer2,Branch,Two-Door Car,Medsize,0.0588641835702322,0.9982654968329147,0.000726145156342649,2.0454793136412647e-05,0.0006852355700698237,0.0,9.204656911385692e-05
3798,GS76685,California,Yes,Basic,High School or Below,2/18/11,Retired,M,Suburban,Divorced,Corporate Auto,Corporate L3,Offer1,Branch,SUV,Medsize,0.45755115057935175,0.8891701940056401,0.0044396969346732085,0.00013187218617841212,0.0018901680018905739,4.395739539280404e-05,8.791479078560808e-05
3799,BR40272,California,No,Premium,College,1/30/11,Employed,M,Suburban,Married,Personal Auto,Personal L2,Offer2,Branch,Four-Door Car,Medsize,0.1659603823216377,0.9861299273079895,0.002112747502853331,0.0003420638814143488,0.0005633993340942216,0.0,0.0001408498335235554
3800,FX36546,Washington,No,Extended,Master,1/17/11,Employed,M,Rural,Married,Personal Auto,Personal L3,Offer2,Agent,Four-Door Car,Medsize,0.060397669222342014,0.9981728796022016,0.001510293811647302,0.00026265979332996557,0.0008208118541561424,0.0,1.6416237083122848e-05
3801,FY31714,Oregon,No,Extended,Bachelor,2/19/11,Employed,M,Urban,Single,Personal Auto,Personal L3,Offer2,Call Center,Four-Door Car,Large,0.20399613700010635,0.9789705717455772,0.0010242629811306981,0.00021234720340514472,0.0010492450050607152,0.0,2.4982023930017025e-05
3802,GL99349,California,No,Basic,High School or Below,2/1/11,Employed,M,Suburban,Married,Personal Auto,Personal L2,Offer4,Web,Two-Door Car,Small,0.20937184217570157,0.9778354263216578,0.000674926408814271,7.158310396514996e-05,0.0009203541938376424,5.1130788546535686e-05,2.0452315418614276e-05
3803,HH49391,Oregon,No,Extended,High School or Below,1/10/11,Retired,M,Suburban,Divorced,Special Auto,Special L1,Offer3,Web,SUV,Medsize,0.5132928907861702,0.8581829297597909,0.00719650255563766,0.0007632654225676306,0.00021807583501932303,0.0,0.00021807583501932303
3804,WG26617,Oregon,No,Extended,Bachelor,2/28/11,Employed,M,Rural,Married,Personal Auto,Personal L3,Offer1,Web,Two-Door Car,Medsize,0.24641321335902433,0.9691620720594161,0.0020761067402197578,0.00012659187440364376,0.0010380533701098789,0.0,5.063674976145751e-05
3805,JL97265,Oregon,No,Basic,Master,1/7/11,Unemployed,M,Suburban,Married,Personal Auto,Personal L3,Offer2,Web,Four-Door Car,Medsize,0.9999056975265523,0.0,0.013227257396999271,0.0008673611407868375,0.0032526042779506405,0.0,0.0015178819963769655
3806,QQ25666,Arizona,No,Basic,High School or Below,1/25/11,Employed,M,Urban,Married,Personal Auto,Personal L3,Offer2,Branch,Luxury Car,Medsize,0.2346245988302385,0.9720814152013666,0.002942761436571003,0.0004850705664677478,0.00033954939652742344,0.0,9.701411329354957e-05
3807,VE72838,Arizona,Yes,Premium,High School or Below,2/1/11,Employed,F,Suburban,Single,Personal Auto,Personal L3,Offer1,Agent,Four-Door Car,Medsize,0.22654280504698898,0.9739992055099957,0.001908286314779663,0.000378367114137347,0.0003454656259514907,0.0,3.290148818585626e-05
3808,ZN27809,Oregon,No,Basic,College,1/13/11,Unemployed,F,Suburban,Single,Personal Auto,Personal L3,Offer1,Web,SUV,Medsize,0.999892141630817,0.0,0.014348597323247511,0.0008658636315752809,0.0028449805037473515,0.0,0.0009895584360860353
3809,IZ71030,California,No,Basic,College,2/8/11,Employed,F,Rural,Married,Personal Auto,Personal L2,Offer3,Branch,Four-Door Car,Medsize,0.03698457802160196,0.9993152509863157,0.0009209483060669326,0.0003309657974928039,0.0004604741530334663,1.4389817282295823e-05,1.4389817282295823e-05
3810,LU79958,Washington,No,Basic,Bachelor,1/17/11,Unemployed,F,Suburban,Single,Personal Auto,Personal L1,Offer1,Web,Four-Door Car,Large,0.9994642899390369,0.0,0.032090179639668766,0.006154281026785791,0.0004395915019132708,0.0017583660076530832,0.0004395915019132708
3811,KT30737,California,No,Basic,College,1/29/11,Unemployed,M,Suburban,Single,Corporate Auto,Corporate L1,Offer2,Agent,SUV,Medsize,0.9992451339066545,0.0,0.029762080176866816,0.004751928767735038,0.024509948380949144,0.0,0.00025010151409131777
3812,IU32539,California,No,Extended,Bachelor,2/12/11,Employed,F,Suburban,Single,Personal Auto,Personal L1,Offer4,Branch,Two-Door Car,Medsize,0.14166497849232915,0.9899127841559052,0.0018480862023898714,0.00048633847431312405,0.00017508185075272467,1.9453538972524964e-05,0.00017508185075272467
3813,UI73924,Oregon,No,Basic,Bachelor,1/2/11,Employed,F,Urban,Married,Personal Auto,Personal L3,Offer3,Agent,Two-Door Car,Medsize,0.04464777817768159,0.9990011490969234,0.001157067403988691,0.0,0.0013920967204238937,5.423753456196989e-05,1.8079178187323296e-05
3814,RZ89359,California,No,Basic,College,1/11/11,Employed,F,Rural,Divorced,Personal Auto,Personal L1,Offer4,Web,Four-Door Car,Medsize,0.03956988997039021,0.999215786293164,0.0010011049682493766,0.00017761539759263132,0.0010011049682493766,0.0,1.6146854326602847e-05
3815,CE21829,Oregon,No,Extended,College,1/30/11,Employed,M,Rural,Divorced,Personal Auto,Personal L3,Offer1,Call Center,SUV,Small,0.27991547822463,0.960015076757407,0.0035066218257730334,0.0007477355363780733,0.002346342545186368,0.0,0.00012891992006518505
3816,BU17847,Arizona,Yes,Basic,Master,1/26/11,Employed,M,Rural,Single,Personal Auto,Personal L2,Offer1,Agent,Sports Car,Medsize,0.2339198677153411,0.9722510581910391,0.00298979700838133,0.0002061928971297469,0.0005928045792480223,0.0,0.0002061928971297469
3817,XA63646,California,No,Premium,Master,1/7/11,Employed,F,Urban,Married,Personal Auto,Personal L3,Offer2,Branch,Four-Door Car,Medsize,0.056752626375017406,0.9983871673243854,0.0013899849428450342,0.0001828927556375045,0.0004877140150333453,0.0,1.2192850375833633e-05
3818,EA40332,Oregon,No,Premium,Bachelor,1/22/11,Employed,M,Suburban,Divorced,Personal Auto,Personal L2,Offer2,Agent,SUV,Medsize,0.39483590989183326,0.9187352871717483,0.0050525054874890965,0.0006411808994275503,0.002026131642191059,0.0,0.00017953065183971408
3819,KB75939,Oregon,No,Extended,Bachelor,1/8/11,Disabled,F,Rural,Divorced,Corporate Auto,Corporate L3,Offer3,Branch,Sports Car,Medsize,0.37820937203431565,0.9257016796805353,0.0050582597527970615,0.0012043475601897767,0.0026495646324175086,0.0,0.00012043475601897765
3820,PR98117,Oregon,No,Basic,Bachelor,2/11/11,Employed,F,Rural,Single,Personal Auto,Personal L3,Offer2,Branch,Four-Door Car,Medsize,0.027026295812335975,0.9996342925994401,0.0006755253958548834,0.0001637637323284566,0.0006141139962317123,0.0,1.0235233270528537e-05
3821,ZE62067,Arizona,Yes,Basic,Master,1/31/11,Disabled,M,Suburban,Divorced,Corporate Auto,Corporate L3,Offer1,Call Center,Four-Door Car,Small,0.3104473886374716,0.9505839424383086,0.002699589812351185,0.00010944283023045345,0.0022982994348395226,0.0,7.29618868203023e-05
3822,AU45793,Arizona,Yes,Extended,Doctor,2/18/11,Employed,M,Rural,Divorced,Corporate Auto,Corporate L3,Offer2,Branch,Four-Door Car,Medsize,0.11081394484727825,0.9938358222032981,0.002837964511597178,0.0008062399180673802,0.0013867326590758938,0.0,3.2249596722695205e-05
3823,RE29131,Oregon,Yes,Basic,College,2/10/11,Employed,F,Rural,Married,Personal Auto,Personal L2,Offer2,Branch,SUV,Large,0.05739918197410229,0.9983502132325947,0.0014253096318358745,0.00036952471936485635,0.00013197311405887727,0.0,1.3197311405887726e-05
3824,FZ19620,Oregon,No,Extended,High School or Below,2/23/11,Unemployed,M,Suburban,Single,Corporate Auto,Corporate L3,Offer1,Agent,Four-Door Car,Medsize,0.9999467022303142,0.0,0.009924309049293577,0.0005168910963173739,0.002791211920113819,0.0,0.00020675643852694953
3825,HM93220,Arizona,No,Extended,High School or Below,2/9/11,Medical Leave,F,Suburban,Married,Personal Auto,Personal L2,Offer1,Agent,Sports Car,Medsize,0.508483088983776,0.8610564436659164,0.004496465259743877,0.0009659073520931292,0.0023648076551245575,3.3307150072176865e-05,6.661430014435373e-05
3826,BO94261,Arizona,No,Basic,Doctor,1/20/11,Unemployed,M,Rural,Married,Personal Auto,Personal L1,Offer2,Call Center,Four-Door Car,Medsize,0.9999484566890945,0.0,0.00900512362771791,0.004237705236573134,0.0019864243296436566,0.00013242828864291044,0.00026485657728582087
3827,TC18805,Washington,No,Extended,Bachelor,1/15/11,Disabled,M,Urban,Married,Personal Auto,Personal L1,Offer1,Agent,SUV,Medsize,0.6012874965869939,0.7989737560321835,0.008287983991550627,0.0009679397362394893,0.004960691148227382,0.00012099246702993616,0.00018148870054490425
3828,UQ24268,Oregon,No,Extended,High School or Below,2/12/11,Unemployed,F,Suburban,Married,Personal Auto,Personal L1,Offer4,Agent,Four-Door Car,Medsize,0.9999772802573316,0.0,0.005480290310719636,0.0006014952780058138,0.0038763029027041327,0.0,0.00013366561733462527
3829,NF25863,Nevada,No,Extended,High School or Below,1/17/11,Employed,M,Suburban,Married,Personal Auto,Personal L3,Offer1,Call Center,Two-Door Car,Medsize,0.23827620067695995,0.9711907586581501,0.002960394847542728,0.0006343703244734418,0.0019333190841095368,0.0,0.0002416648855136921
3830,FD98839,Oregon,No,Basic,College,2/8/11,Employed,M,Rural,Married,Personal Auto,Personal L1,Offer2,Call Center,Two-Door Car,Large,0.05486509187433861,0.9984923738788194,0.0013837935849404606,0.00015164861204826965,0.0009288477487956516,0.0,1.8956076506033706e-05
3831,FN99437,California,No,Basic,College,2/25/11,Employed,M,Urban,Divorced,Corporate Auto,Corporate L3,Offer2,Agent,SUV,Medsize,0.04792776977983312,0.9988500284277659,0.0012096969346937036,0.0001089817058282616,0.000272454264570654,0.0,1.0898170582826159e-05
3832,DZ35379,Arizona,No,Basic,High School or Below,1/27/11,Employed,F,Urban,Married,Personal Auto,Personal L2,Offer2,Branch,Two-Door Car,Medsize,0.082879523522013,0.9965586395295785,0.0010322278462154685,4.300949359231119e-05,0.0008888628675744313,0.0,7.168248932051866e-05
3833,IA67715,California,No,Basic,High School or Below,2/26/11,Employed,F,Suburban,Married,Personal Auto,Personal L2,Offer4,Branch,Luxury Car,Medsize,0.11391126884557749,0.9934868761928405,0.0028329691711077255,4.426514329855821e-05,0.0001475504776618607,0.0,1.475504776618607e-05
3834,JG61793,Washington,No,Extended,High School or Below,1/18/11,Unemployed,M,Suburban,Single,Personal Auto,Personal L1,Offer1,Branch,Four-Door Car,Small,0.9993823370646446,0.0,0.03215084183990061,0.0013122792587714532,0.014107002031793122,0.0006561396293857266,0.0003280698146928633
3835,CR41258,Nevada,No,Basic,College,2/12/11,Employed,M,Rural,Married,Personal Auto,Personal L3,Offer3,Branch,Four-Door Car,Medsize,0.04853788716143192,0.9988193830405993,0.0012179810126376812,0.00026233437195273134,0.0015365298928659977,0.0,1.8738169425195095e-05
3836,BE75190,California,No,Extended,College,1/13/11,Employed,M,Suburban,Single,Corporate Auto,Corporate L1,Offer2,Web,Four-Door Car,Medsize,0.3330177851459691,0.9429158153086797,0.0029185333366652465,0.000295132584606598,0.0005574726598124629,0.0,6.55850188014662e-05
3837,EW16697,Arizona,No,Basic,High School or Below,1/16/11,Employed,F,Rural,Married,Personal Auto,Personal L3,Offer4,Agent,Two-Door Car,Medsize,0.05076995345791021,0.9987075331455519,0.0012732272688057075,0.0004177776975768728,0.0019695234314338287,0.0,1.989417607508918e-05
3838,HI60054,California,No,Extended,Bachelor,2/1/11,Employed,F,Urban,Married,Personal Auto,Personal L2,Offer1,Agent,Two-Door Car,Medsize,0.17932612528252975,0.9837869641449515,0.0015254580491848918,9.534112807405574e-05,0.0017352085309478144,3.813645122962229e-05,3.813645122962229e-05
3839,MU57098,Oregon,Yes,Extended,Bachelor,1/19/11,Unemployed,F,Suburban,Married,Personal Auto,Personal L1,Offer2,Agent,Four-Door Car,Small,0.9998792876991115,0.0,0.013383260737423575,0.00140876428814985,0.007748203584824175,0.0,0.0005282866080561937
3840,WB21698,California,No,Extended,High School or Below,2/7/11,Employed,F,Urban,Married,Personal Auto,Personal L3,Offer2,Branch,Four-Door Car,Medsize,0.11565963305003146,0.9932816091936454,0.0028580067569217295,0.0007766322709026438,0.002392027394380143,0.0,3.106529083610575e-05
3841,MU75490,Oregon,No,Basic,Bachelor,1/25/11,Employed,M,Urban,Married,Corporate Auto,Corporate L3,Offer1,Agent,SUV,Medsize,0.25620589844388864,0.9666122299370845,0.003256943840636983,3.043872748258863e-05,0.002952556565811097,0.0,9.131618244776588e-05
3842,UA44429,California,No,Basic,College,1/24/11,Unemployed,F,Suburban,Married,Personal Auto,Personal L3,Offer2,Branch,Four-Door Car,Medsize,0.9994227543543521,0.0,0.02696824636173258,0.0011897755747823197,0.02062277662956021,0.0,0.0003965918582607732
