,customer,state,response,coverage,education,effective to date,employmentstatus,gender,location code,marital status,policy type,policy,renew offer type,sales channel,vehicle class,vehicle size,vehicle type
6097,HZ25580,Washington,No,Basic,High School or Below,1/31/11,Employed,F,Suburban,Divorced,Corporate Auto,Corporate L3,Offer2,Agent,Two-Door Car,Medsize,A
6098,SD83603,Oregon,No,Extended,College,2/13/11,Employed,F,Urban,Married,Personal Auto,Personal L1,Offer2,Agent,Two-Door Car,Medsize,A
6100,AM26598,Arizona,No,Basic,College,2/1/11,Employed,F,Urban,Married,Personal Auto,Personal L3,Offer2,Agent,Four-Door Car,Medsize,A
6102,RS30611,Arizona,No,Extended,High School or Below,2/1/11,Disabled,M,Suburban,Married,Personal Auto,Personal L2,Offer4,Branch,Four-Door Car,Medsize,A
6105,MO27230,Oregon,No,Basic,College,1/25/11,Employed,F,Suburban,Married,Personal Auto,Personal L3,Offer3,Call Center,SUV,Medsize,A
6107,HP40365,Oregon,No,Basic,College,2/5/11,Employed,F,Urban,Divorced,Personal Auto,Personal L2,Offer3,Web,Two-Door Car,Medsize,A
6112,EJ95100,California,No,Basic,Master,1/20/11,Unemployed,F,Suburban,Divorced,Personal Auto,Personal L3,Offer2,Branch,Four-Door Car,Medsize,A
6113,PE42960,California,No,Basic,Bachelor,1/7/11,Employed,M,Suburban,Divorced,Personal Auto,Personal L3,Offer2,Agent,Four-Door Car,Small,A
6119,EL88957,California,No,Basic,College,1/14/11,Unemployed,M,Suburban,Married,Personal Auto,Personal L3,Offer1,Agent,SUV,Medsize,A
6127,AO87348,Washington,No,Basic,College,2/16/11,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,Offer2,Agent,Four-Door Car,Small,A
6128,SB27146,Oregon,No,Premium,High School or Below,1/26/11,Employed,F,Rural,Single,Personal Auto,Personal L3,Offer3,Agent,Two-Door Car,Medsize,A
6129,CP66511,Oregon,No,Basic,High School or Below,2/10/11,Employed,M,Urban,Married,Personal Auto,Personal L3,Offer2,Agent,Two-Door Car,Small,A
6130,YG10247,Oregon,No,Basic,College,1/20/11,Employed,M,Suburban,Married,Personal Auto,Personal L2,Offer3,Call Center,Four-Door Car,Small,A
6131,NN65845,Washington,No,Basic,Bachelor,2/19/11,Disabled,F,Suburban,Married,Personal Auto,Personal L3,Offer4,Branch,Four-Door Car,Large,A
6133,ZA30025,Arizona,No,Extended,Bachelor,2/24/11,Unemployed,M,Suburban,Single,Personal Auto,Personal L1,Offer1,Call Center,SUV,Medsize,A
6135,VF21523,Nevada,No,Basic,High School or Below,1/18/11,Employed,F,Suburban,Single,Corporate Auto,Corporate L3,Offer2,Web,Two-Door Car,Small,A
6139,OB11898,Nevada,No,Basic,College,1/12/11,Unemployed,F,Suburban,Single,Personal Auto,Personal L3,Offer1,Branch,Two-Door Car,Medsize,A
6140,HO30839,Washington,No,Extended,Master,2/12/11,Disabled,F,Urban,Married,Corporate Auto,Corporate L1,Offer1,Branch,SUV,Medsize,A
6141,RE46783,California,Yes,Premium,Bachelor,1/28/11,Employed,F,Suburban,Single,Personal Auto,Personal L2,Offer1,Branch,Two-Door Car,Medsize,A
6142,OI74902,California,No,Basic,College,2/15/11,Retired,F,Suburban,Divorced,Personal Auto,Personal L1,Offer1,Web,SUV,Medsize,A
6146,PJ73790,Oregon,Yes,Extended,Bachelor,1/28/11,Employed,F,Suburban,Married,Special Auto,Special L1,Offer2,Agent,Four-Door Car,Small,A
6147,GV45403,Arizona,No,Premium,Bachelor,1/23/11,Unemployed,M,Suburban,Divorced,Corporate Auto,Corporate L2,Offer1,Branch,Two-Door Car,Medsize,A
6148,CQ76030,Oregon,No,Extended,High School or Below,1/2/11,Disabled,M,Suburban,Married,Personal Auto,Personal L3,Offer2,Agent,Four-Door Car,Small,A
6160,FA59186,California,No,Basic,High School or Below,1/14/11,Unemployed,M,Suburban,Single,Personal Auto,Personal L2,Offer1,Web,Two-Door Car,Medsize,A
6161,JM67025,Nevada,No,Basic,High School or Below,1/2/11,Employed,M,Urban,Married,Personal Auto,Personal L2,Offer1,Call Center,Four-Door Car,Medsize,A
6162,MI42935,California,No,Extended,Bachelor,1/4/11,Unemployed,F,Suburban,Single,Personal Auto,Personal L2,Offer3,Call Center,Four-Door Car,Medsize,A
6165,JM89095,Oregon,No,Extended,High School or Below,2/27/11,Unemployed,M,Suburban,Single,Personal Auto,Personal L2,Offer1,Call Center,Two-Door Car,Medsize,A
6167,GG29821,Oregon,No,Basic,Bachelor,2/20/11,Employed,M,Urban,Married,Corporate Auto,Corporate L1,Offer4,Web,SUV,Medsize,A
6172,ZR41880,Nevada,No,Extended,College,2/26/11,Employed,F,Rural,Single,Corporate Auto,Corporate L3,Offer3,Agent,Four-Door Car,Large,A
6174,MG46007,California,No,Extended,High School or Below,1/24/11,Unemployed,M,Rural,Married,Personal Auto,Personal L2,Offer1,Agent,Four-Door Car,Medsize,A
6180,DE91458,Washington,No,Extended,Master,1/10/11,Unemployed,F,Suburban,Married,Personal Auto,Personal L3,Offer2,Web,Four-Door Car,Medsize,A
6181,BN62219,Arizona,No,Extended,College,2/15/11,Unemployed,F,Suburban,Single,Personal Auto,Personal L3,Offer3,Branch,Two-Door Car,Medsize,A
6182,IQ37561,Arizona,No,Extended,High School or Below,1/9/11,Employed,F,Rural,Married,Personal Auto,Personal L3,Offer2,Branch,Two-Door Car,Medsize,A
6184,CB96381,California,No,Basic,College,1/11/11,Employed,F,Urban,Divorced,Corporate Auto,Corporate L3,Offer4,Agent,Four-Door Car,Medsize,A
6187,YG44474,Oregon,No,Basic,College,2/12/11,Employed,M,Suburban,Married,Corporate Auto,Corporate L2,Offer1,Call Center,SUV,Medsize,A
6196,PU85769,California,No,Basic,High School or Below,2/12/11,Unemployed,M,Suburban,Single,Personal Auto,Personal L2,Offer1,Branch,Four-Door Car,Small,A
6200,FY83287,Washington,No,Basic,Doctor,1/25/11,Employed,M,Rural,Divorced,Personal Auto,Personal L1,Offer2,Agent,Two-Door Car,Large,A
6202,CN22369,California,Yes,Basic,Bachelor,2/17/11,Retired,M,Suburban,Divorced,Special Auto,Special L3,Offer2,Web,Four-Door Car,Medsize,A
6203,BM39234,Oregon,No,Basic,High School or Below,2/13/11,Unemployed,M,Suburban,Single,Personal Auto,Personal L1,Offer1,Call Center,Two-Door Car,Medsize,A
6204,KJ48497,Oregon,No,Basic,High School or Below,2/2/11,Unemployed,F,Suburban,Single,Personal Auto,Personal L2,Offer1,Agent,SUV,Medsize,A
6207,YM19146,California,No,Premium,College,1/6/11,Employed,F,Suburban,Single,Personal Auto,Personal L2,Offer1,Branch,Four-Door Car,Large,A
6209,CO23919,Oregon,No,Basic,Bachelor,1/10/11,Employed,F,Rural,Single,Special Auto,Special L2,Offer2,Agent,SUV,Medsize,A
6211,XS83731,Arizona,No,Basic,College,2/3/11,Unemployed,F,Suburban,Divorced,Personal Auto,Personal L1,Offer3,Agent,Four-Door Car,Medsize,A
6215,JF73533,Nevada,No,Extended,College,2/2/11,Employed,M,Suburban,Single,Personal Auto,Personal L3,Offer2,Agent,Four-Door Car,Small,A
6221,GS44464,California,Yes,Extended,High School or Below,1/15/11,Employed,F,Suburban,Married,Personal Auto,Personal L3,Offer2,Agent,Two-Door Car,Large,A
6222,PQ19113,Washington,No,Premium,Bachelor,2/10/11,Employed,F,Urban,Married,Personal Auto,Personal L2,Offer4,Agent,SUV,Medsize,A
6228,RJ62038,California,No,Extended,High School or Below,2/26/11,Unemployed,M,Suburban,Single,Personal Auto,Personal L1,Offer2,Web,Four-Door Car,Small,A
6229,AP27994,Oregon,No,Basic,High School or Below,2/1/11,Disabled,F,Suburban,Married,Special Auto,Special L2,Offer3,Agent,Sports Car,Medsize,A
6234,BP25150,Arizona,No,Basic,College,1/9/11,Employed,F,Urban,Single,Corporate Auto,Corporate L2,Offer1,Call Center,Two-Door Car,Small,A
6237,DK92504,Arizona,No,Extended,High School or Below,2/9/11,Employed,M,Suburban,Married,Corporate Auto,Corporate L1,Offer3,Branch,Luxury Car,Small,A
6242,IF58637,California,No,Basic,High School or Below,1/31/11,Employed,F,Suburban,Single,Personal Auto,Personal L2,Offer2,Call Center,Four-Door Car,Medsize,A
6246,NM91640,Oregon,No,Basic,High School or Below,1/7/11,Unemployed,M,Suburban,Single,Personal Auto,Personal L1,Offer4,Branch,Four-Door Car,Medsize,A
6247,UC84059,California,No,Premium,Master,2/10/11,Employed,F,Urban,Married,Personal Auto,Personal L3,Offer4,Call Center,Sports Car,Medsize,A
6249,AX71707,Arizona,No,Extended,College,1/13/11,Employed,F,Suburban,Married,Personal Auto,Personal L2,Offer3,Branch,Two-Door Car,Medsize,A
6250,YX99200,Nevada,No,Premium,Bachelor,1/9/11,Employed,M,Urban,Married,Personal Auto,Personal L3,Offer3,Branch,Two-Door Car,Medsize,A
6254,GC34791,Nevada,No,Basic,High School or Below,2/3/11,Disabled,M,Suburban,Married,Personal Auto,Personal L3,Offer2,Agent,Two-Door Car,Medsize,A
6256,WX52894,Nevada,No,Basic,College,1/10/11,Employed,M,Rural,Married,Personal Auto,Personal L2,Offer2,Call Center,Four-Door Car,Medsize,A
6258,PA95799,Arizona,No,Basic,College,2/5/11,Medical Leave,M,Suburban,Married,Personal Auto,Personal L1,Offer2,Call Center,Four-Door Car,Medsize,A
6259,QY41855,Arizona,Yes,Extended,College,2/1/11,Employed,F,Rural,Divorced,Personal Auto,Personal L3,Offer2,Agent,Four-Door Car,Medsize,A
6260,XJ65608,California,No,Basic,College,2/26/11,Employed,F,Suburban,Married,Corporate Auto,Corporate L1,Offer2,Agent,Two-Door Car,Medsize,A
6262,WX16395,California,Yes,Extended,College,1/19/11,Unemployed,M,Suburban,Married,Personal Auto,Personal L1,Offer2,Agent,SUV,Medsize,A
6263,JQ30166,Oregon,No,Premium,Master,1/10/11,Unemployed,F,Urban,Married,Personal Auto,Personal L3,Offer2,Branch,Four-Door Car,Medsize,A
6264,VT78274,Arizona,No,Basic,College,1/17/11,Unemployed,M,Suburban,Married,Personal Auto,Personal L3,Offer1,Agent,Four-Door Car,Medsize,A
6267,RN41087,California,No,Basic,High School or Below,2/23/11,Unemployed,F,Urban,Married,Personal Auto,Personal L3,Offer1,Call Center,Four-Door Car,Medsize,A
6271,HW85007,Oregon,No,Extended,Bachelor,2/17/11,Employed,M,Rural,Divorced,Personal Auto,Personal L3,Offer4,Agent,SUV,Medsize,A
6275,BC86800,California,No,Extended,Bachelor,1/24/11,Employed,F,Suburban,Married,Personal Auto,Personal L3,Offer4,Call Center,Two-Door Car,Small,A
6278,LA33814,Oregon,No,Premium,High School or Below,1/5/11,Employed,M,Rural,Married,Personal Auto,Personal L3,Offer2,Agent,SUV,Medsize,A
6279,ZG48513,California,No,Basic,Bachelor,2/17/11,Unemployed,M,Suburban,Single,Personal Auto,Personal L2,Offer1,Agent,Four-Door Car,Medsize,A
6289,AT86990,Arizona,No,Basic,Bachelor,2/7/11,Employed,F,Rural,Divorced,Personal Auto,Personal L2,Offer1,Agent,Two-Door Car,Medsize,A
6295,XV76553,Oregon,No,Basic,High School or Below,2/13/11,Employed,M,Rural,Married,Corporate Auto,Corporate L3,Offer2,Branch,SUV,Medsize,A
6296,YA37626,Oregon,No,Extended,Master,1/5/11,Employed,M,Suburban,Single,Personal Auto,Personal L1,Offer4,Branch,SUV,Medsize,A
6297,HE12295,California,No,Basic,High School or Below,2/24/11,Unemployed,M,Suburban,Single,Personal Auto,Personal L1,Offer1,Branch,Four-Door Car,Medsize,A
6298,XX44146,California,No,Extended,High School or Below,1/26/11,Unemployed,F,Suburban,Single,Personal Auto,Personal L2,Offer1,Branch,Two-Door Car,Small,A
6303,MS39869,Nevada,No,Basic,College,1/5/11,Unemployed,F,Suburban,Single,Personal Auto,Personal L1,Offer2,Call Center,Four-Door Car,Medsize,A
6304,OD69005,Arizona,No,Extended,High School or Below,1/28/11,Employed,F,Rural,Married,Personal Auto,Personal L3,Offer3,Agent,Four-Door Car,Medsize,A
6306,SW69117,Oregon,No,Extended,College,2/10/11,Disabled,M,Urban,Married,Corporate Auto,Corporate L3,Offer3,Call Center,Two-Door Car,Medsize,A
6307,ZQ22116,Arizona,No,Basic,High School or Below,1/16/11,Employed,F,Rural,Married,Corporate Auto,Corporate L3,Offer2,Branch,Four-Door Car,Small,A
6308,IA33339,Oregon,No,Basic,Bachelor,2/13/11,Employed,F,Urban,Married,Corporate Auto,Corporate L3,Offer3,Agent,SUV,Medsize,A
6309,MR56401,Oregon,No,Basic,College,2/13/11,Employed,F,Suburban,Married,Personal Auto,Personal L3,Offer3,Call Center,Four-Door Car,Large,A
6311,ZF70768,California,No,Premium,High School or Below,1/1/11,Employed,M,Rural,Married,Personal Auto,Personal L2,Offer2,Branch,Two-Door Car,Large,A
6312,TU33850,Washington,No,Basic,Bachelor,1/25/11,Medical Leave,F,Suburban,Married,Personal Auto,Personal L3,Offer1,Branch,Four-Door Car,Medsize,A
6314,PG27422,California,No,Basic,Bachelor,1/1/11,Employed,F,Urban,Single,Corporate Auto,Corporate L3,Offer2,Web,Four-Door Car,Medsize,A
6316,RH83684,Oregon,No,Basic,Master,1/7/11,Employed,F,Rural,Divorced,Personal Auto,Personal L1,Offer2,Web,Two-Door Car,Medsize,A
6318,MO48960,California,Yes,Extended,Doctor,1/13/11,Unemployed,F,Suburban,Married,Personal Auto,Personal L2,Offer1,Agent,Four-Door Car,Medsize,A
6319,HW65139,California,No,Extended,Doctor,2/12/11,Medical Leave,M,Suburban,Divorced,Personal Auto,Personal L1,Offer3,Agent,Luxury SUV,Medsize,A
6322,NW41789,Oregon,No,Extended,Bachelor,1/24/11,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,Offer4,Call Center,Four-Door Car,Medsize,A
6323,QD31377,California,No,Basic,Bachelor,1/8/11,Employed,M,Suburban,Married,Corporate Auto,Corporate L3,Offer1,Branch,SUV,Medsize,A
6328,GH35369,California,Yes,Basic,College,2/11/11,Retired,M,Suburban,Single,Personal Auto,Personal L3,Offer1,Agent,Four-Door Car,Medsize,A
6331,RX50446,Arizona,No,Premium,High School or Below,2/17/11,Disabled,F,Suburban,Divorced,Personal Auto,Personal L1,Offer2,Branch,Four-Door Car,Medsize,A
6333,SD63822,Oregon,No,Basic,Bachelor,1/5/11,Unemployed,F,Suburban,Single,Corporate Auto,Corporate L2,Offer1,Branch,Four-Door Car,Small,A
6334,KC16062,Arizona,No,Basic,High School or Below,1/15/11,Unemployed,F,Suburban,Married,Corporate Auto,Corporate L3,Offer1,Agent,SUV,Small,A
6338,EY78874,California,No,Basic,Doctor,2/11/11,Medical Leave,M,Suburban,Married,Corporate Auto,Corporate L1,Offer4,Agent,Four-Door Car,Small,A
6339,NM37561,California,No,Basic,High School or Below,1/11/11,Employed,M,Rural,Married,Corporate Auto,Corporate L2,Offer3,Web,Luxury Car,Medsize,A
6345,VG40704,California,No,Extended,College,1/3/11,Employed,F,Urban,Married,Personal Auto,Personal L2,Offer4,Branch,Four-Door Car,Medsize,A
6350,AU75025,Oregon,Yes,Basic,College,2/12/11,Employed,M,Suburban,Married,Personal Auto,Personal L3,Offer1,Agent,SUV,Medsize,A
6352,DB50188,California,No,Basic,College,2/20/11,Employed,M,Suburban,Married,Personal Auto,Personal L3,Offer1,Branch,SUV,Medsize,A
6353,SP94430,California,No,Basic,Bachelor,1/13/11,Employed,F,Urban,Single,Personal Auto,Personal L3,Offer1,Agent,Four-Door Car,Medsize,A
6354,NL17964,Oregon,No,Basic,High School or Below,1/24/11,Employed,M,Suburban,Married,Personal Auto,Personal L3,Offer1,Agent,Four-Door Car,Medsize,A
6357,MZ63755,California,Yes,Extended,Bachelor,2/27/11,Unemployed,F,Suburban,Divorced,Personal Auto,Personal L1,Offer1,Call Center,SUV,Medsize,A
6362,SY56792,Oregon,No,Premium,High School or Below,1/4/11,Unemployed,M,Suburban,Divorced,Corporate Auto,Corporate L3,Offer3,Web,Four-Door Car,Medsize,A
6363,XW51700,Arizona,No,Basic,High School or Below,2/14/11,Employed,F,Rural,Single,Personal Auto,Personal L3,Offer3,Call Center,Four-Door Car,Medsize,A
6364,QN76156,Oregon,No,Basic,College,1/3/11,Employed,F,Suburban,Married,Personal Auto,Personal L3,Offer4,Call Center,Four-Door Car,Small,A
6366,MM50888,Arizona,No,Extended,High School or Below,2/13/11,Employed,F,Urban,Married,Personal Auto,Personal L3,Offer2,Web,Two-Door Car,Medsize,A
6367,RD40721,California,No,Extended,High School or Below,1/11/11,Unemployed,M,Suburban,Divorced,Corporate Auto,Corporate L3,Offer3,Agent,Four-Door Car,Medsize,A
6372,HU41273,Oregon,Yes,Basic,High School or Below,2/17/11,Employed,M,Rural,Married,Personal Auto,Personal L2,Offer2,Agent,Sports Car,Medsize,A
6374,VT51874,Oregon,No,Extended,High School or Below,1/19/11,Unemployed,M,Suburban,Divorced,Personal Auto,Personal L3,Offer4,Agent,Four-Door Car,Medsize,A
6377,HL33607,Washington,Yes,Basic,College,2/14/11,Employed,M,Suburban,Married,Personal Auto,Personal L2,Offer2,Agent,Four-Door Car,Large,A
6379,WO39817,Oregon,No,Basic,High School or Below,2/1/11,Employed,M,Rural,Divorced,Personal Auto,Personal L2,Offer4,Branch,Two-Door Car,Medsize,A
6381,OE19087,California,No,Basic,High School or Below,2/24/11,Unemployed,F,Suburban,Single,Personal Auto,Personal L3,Offer4,Call Center,Four-Door Car,Medsize,A
6383,YJ96611,Arizona,No,Basic,High School or Below,2/26/11,Unemployed,F,Suburban,Single,Special Auto,Special L1,Offer1,Web,Sports Car,Medsize,A
6388,XX32359,California,Yes,Basic,High School or Below,2/21/11,Unemployed,M,Suburban,Married,Personal Auto,Personal L1,Offer2,Call Center,Two-Door Car,Medsize,A
6392,KJ19260,Arizona,No,Basic,College,2/3/11,Employed,M,Rural,Divorced,Corporate Auto,Corporate L2,Offer2,Call Center,Four-Door Car,Medsize,A
6393,YI28422,Oregon,No,Extended,High School or Below,1/7/11,Employed,M,Suburban,Married,Personal Auto,Personal L3,Offer2,Agent,Four-Door Car,Large,A
6394,GG87344,Oregon,No,Basic,College,1/4/11,Employed,F,Urban,Married,Personal Auto,Personal L3,Offer3,Agent,SUV,Medsize,A
6398,QT77453,Arizona,No,Extended,High School or Below,1/17/11,Employed,F,Urban,Divorced,Corporate Auto,Corporate L1,Offer1,Agent,SUV,Medsize,A
6400,HH90090,California,No,Basic,Bachelor,1/23/11,Employed,F,Suburban,Divorced,Personal Auto,Personal L2,Offer2,Call Center,Sports Car,Small,A
6402,UR27848,California,Yes,Basic,College,2/28/11,Unemployed,M,Suburban,Divorced,Personal Auto,Personal L1,Offer1,Agent,Two-Door Car,Medsize,A
6404,IB80924,Washington,No,Basic,High School or Below,2/10/11,Employed,F,Urban,Divorced,Personal Auto,Personal L3,Offer1,Agent,SUV,Small,A
6409,ZQ35017,California,Yes,Basic,College,1/10/11,Retired,M,Suburban,Single,Personal Auto,Personal L1,Offer1,Agent,Two-Door Car,Medsize,A
6411,CV35709,Oregon,Yes,Premium,High School or Below,2/19/11,Employed,F,Rural,Married,Corporate Auto,Corporate L2,Offer2,Web,Four-Door Car,Medsize,A
6414,TM13955,Washington,No,Extended,Master,2/15/11,Unemployed,M,Urban,Married,Corporate Auto,Corporate L3,Offer1,Branch,Four-Door Car,Medsize,A
6415,BG42047,Nevada,No,Basic,College,1/15/11,Medical Leave,M,Suburban,Married,Personal Auto,Personal L3,Offer3,Web,Four-Door Car,Large,A
6418,HS13676,California,No,Premium,High School or Below,1/13/11,Unemployed,M,Suburban,Single,Personal Auto,Personal L2,Offer1,Agent,Four-Door Car,Medsize,A
6419,RH28799,Arizona,No,Basic,College,2/23/11,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,Offer2,Call Center,Four-Door Car,Medsize,A
6420,UQ40371,Nevada,No,Extended,Master,1/23/11,Employed,F,Urban,Married,Special Auto,Special L3,Offer4,Branch,Four-Door Car,Large,A
6421,WV57524,Oregon,Yes,Extended,College,2/14/11,Employed,F,Suburban,Married,Personal Auto,Personal L1,Offer1,Branch,SUV,Medsize,A
6422,JG68387,Nevada,No,Basic,Bachelor,1/27/11,Employed,F,Suburban,Married,Corporate Auto,Corporate L3,Offer1,Agent,SUV,Large,A
6423,SC40169,Oregon,Yes,Basic,College,1/24/11,Retired,F,Suburban,Married,Personal Auto,Personal L2,Offer2,Branch,Two-Door Car,Large,A
6424,YB66933,Washington,No,Basic,Bachelor,2/26/11,Employed,F,Rural,Divorced,Corporate Auto,Corporate L3,Offer1,Call Center,Four-Door Car,Medsize,A
6426,ZQ37164,Arizona,No,Basic,Bachelor,1/29/11,Employed,F,Urban,Married,Personal Auto,Personal L2,Offer4,Agent,Four-Door Car,Medsize,A
6430,MZ79386,California,No,Extended,Bachelor,2/5/11,Employed,F,Rural,Married,Personal Auto,Personal L3,Offer2,Call Center,Four-Door Car,Small,A
6434,GO53814,Oregon,No,Basic,High School or Below,1/18/11,Employed,F,Suburban,Married,Corporate Auto,Corporate L3,Offer4,Branch,Two-Door Car,Small,A
6436,RE95629,California,No,Basic,College,2/15/11,Unemployed,F,Suburban,Married,Personal Auto,Personal L3,Offer2,Agent,Two-Door Car,Medsize,A
6440,WE52840,Arizona,No,Extended,College,2/16/11,Employed,F,Rural,Divorced,Corporate Auto,Corporate L3,Offer1,Call Center,Four-Door Car,Medsize,A
6443,ZZ89380,Oregon,No,Extended,Bachelor,1/10/11,Employed,F,Rural,Married,Special Auto,Special L1,Offer2,Call Center,Two-Door Car,Large,A
6444,PA75237,Nevada,No,Basic,Doctor,2/4/11,Employed,M,Suburban,Married,Corporate Auto,Corporate L2,Offer2,Branch,Two-Door Car,Medsize,A
6445,XA50997,Nevada,No,Basic,High School or Below,1/26/11,Employed,M,Suburban,Married,Personal Auto,Personal L3,Offer1,Agent,Two-Door Car,Medsize,A
6450,ZA44520,Arizona,No,Extended,High School or Below,2/10/11,Employed,F,Suburban,Married,Personal Auto,Personal L3,Offer2,Agent,SUV,Large,A
6451,DY35560,Oregon,No,Basic,High School or Below,1/17/11,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,Offer1,Agent,Four-Door Car,Small,A
6455,JS10224,California,No,Basic,College,2/16/11,Employed,F,Rural,Married,Personal Auto,Personal L2,Offer2,Branch,Four-Door Car,Medsize,A
6456,ZU88113,Oregon,No,Extended,College,2/7/11,Employed,M,Urban,Married,Personal Auto,Personal L2,Offer1,Agent,Two-Door Car,Medsize,A
6458,ZS22428,California,No,Basic,Bachelor,2/14/11,Employed,F,Rural,Married,Personal Auto,Personal L3,Offer2,Agent,Four-Door Car,Medsize,A
6462,XZ83249,Nevada,No,Extended,High School or Below,2/10/11,Employed,F,Urban,Married,Personal Auto,Personal L3,Offer3,Call Center,SUV,Small,A
6464,QE52050,California,Yes,Extended,Bachelor,1/19/11,Unemployed,F,Suburban,Married,Corporate Auto,Corporate L3,Offer2,Agent,Four-Door Car,Small,A
6467,UQ60825,California,No,Basic,College,1/25/11,Employed,F,Urban,Married,Corporate Auto,Corporate L3,Offer2,Call Center,SUV,Medsize,A
